request_id,unit,role,endpoint,request_sha256,status,failure,http_status,response_id,model,actual_tokens,request_line,result_line
79,RIR-I1-neutral-R1-revoked_original,actor,https://chatgpt.com/backend-api/codex/responses,ce33a2131a91b05ab74765d76c05f82e0bf00b283436d687dce838e7e163271d,completed,,200,resp_084c6be84f80e06a016aab5c40e7b087d09f5690d6fc7869e4,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad60-6340-7380-a9b1-2adb2848d9ed"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad60-6340-7380-a9b1-2aebebb43a85"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad60-6341-7930-b900-b3117680de64"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1414, ""output_tokens"": 0}], ""input_tokens"": 1414, ""output_tokens"": 0}, ""msg_084c6be84f80e06a016aab5c42949487d08e31491063e9f2d3"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 46}], ""input_tokens"": 0, ""output_tokens"": 46}, ""msg_729e1a63-44c7-57ab-be30-4e6732e6257a"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_084c6be84f80e06a016aab5c4172fc87d0b42bb379f2ae86f4"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 55}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1771, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 101, ""output_tokens_details"": {""reasoning_tokens"": 55}, ""total_tokens"": 1872}",79,79
80,RIR-I1-neutral-R1-revoked_original,actor,https://chatgpt.com/backend-api/codex/responses,6df0c17bd3970fd5f9b886b05f0347779ea72f8dbee4e054aba058ead2897c43,completed,,200,resp_07e2620933201857016aab5c4a0b0087d0ac885b638dc128ac,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad60-83f8-7fb2-bfa2-8dccbdd822d4"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad60-83f8-7fb2-bfa2-8dd407a89dc9"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad60-83f9-7772-a97c-7ff5267a0be8"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1565, ""output_tokens"": 0}], ""input_tokens"": 1565, ""output_tokens"": 0}, ""msg_07e2620933201857016aab5c4b51d887d0a2ea58f02b1f0e0d"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 41}], ""input_tokens"": 0, ""output_tokens"": 41}, ""msg_68278842-4fb8-507b-8bb2-d023dbdc10aa"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_07e2620933201857016aab5c4a7b4c87d080bb3369639b211e"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 39}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1922, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 80, ""output_tokens_details"": {""reasoning_tokens"": 39}, ""total_tokens"": 2002}",80,80
81,RIR-I1-neutral-R1-revoked_original,actor,https://chatgpt.com/backend-api/codex/responses,13fb0c27f0ae12927b36b69c50badd5218e75650853810e0e18e0cd16058e8d8,completed,,200,resp_06e612a71e98b3f9016aab5c50cd3087d093696be277f256a3,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad60-a326-7be2-922b-5ca79a4770f5"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad60-a326-7be2-922b-5cbc5d2ed49b"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad60-a327-7820-900a-19d1cec7723c"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1641, ""output_tokens"": 0}], ""input_tokens"": 1641, ""output_tokens"": 0}, ""msg_06e612a71e98b3f9016aab5c5228ec87d0a749b9f21e04bb44"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 29}], ""input_tokens"": 0, ""output_tokens"": 29}, ""msg_401b6fe4-5a7b-5f6f-bd76-07bb30cbfb7c"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_06e612a71e98b3f9016aab5c5185d887d08229c178950b2053"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 27}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1998, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 56, ""output_tokens_details"": {""reasoning_tokens"": 27}, ""total_tokens"": 2054}",81,81
82,RIR-I1-neutral-R1-revoked_original,actor,https://chatgpt.com/backend-api/codex/responses,7ffc8d9666fb81c5f1da107680db3e8f456b2504c09bc47db4fbb23f431a2892,completed,,200,resp_019816dd1c5ece0e016aab5c572f4487d0ba7f56f3c3a5071b,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_019816dd1c5ece0e016aab5c58499887d085f14eeb6556db53"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 46}], ""input_tokens"": 0, ""output_tokens"": 46}, ""msg_01a0ad60-bc52-7f92-b9b8-3170089d94a8"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad60-bc52-7f92-b9b8-31879cb961ad"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad60-bc53-7071-b5ea-f48a8c7a29a4"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1817, ""output_tokens"": 0}], ""input_tokens"": 1817, ""output_tokens"": 0}, ""msg_0e6388c0-dea1-5b37-9a83-9259709ba1d0"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_019816dd1c5ece0e016aab5c57a3a887d0bee3082868fa2007"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 27}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 2174, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 73, ""output_tokens_details"": {""reasoning_tokens"": 27}, ""total_tokens"": 2247}",82,82
83,RIR-I1-neutral-R1-revoked_original,actor,https://chatgpt.com/backend-api/codex/responses,ef5803cb4966d574c389b514f2c92402e40a23423c32e93a218c018641b7bc2c,completed,,200,resp_0ca35f584310073f016aab5c617be887d0b8703aa039fec0b7,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad60-e236-71b3-9a11-44f68d4cca6a"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad60-e236-71b3-9a11-4504d4762dea"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad60-e236-71b3-9a11-4523864f66e3"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1962, ""output_tokens"": 0}], ""input_tokens"": 1962, ""output_tokens"": 0}, ""msg_0ca35f584310073f016aab5c62e27887d093cabf72b62ed63d"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 41}], ""input_tokens"": 0, ""output_tokens"": 41}, ""msg_0e9c60c4-17c7-530d-99b5-fe63ab436577"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_0ca35f584310073f016aab5c61fa3487d099ee82f933963db2"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 43}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 2319, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 84, ""output_tokens_details"": {""reasoning_tokens"": 43}, ""total_tokens"": 2403}",83,83
84,RIR-I1-neutral-R1-revoked_identity,actor,https://chatgpt.com/backend-api/codex/responses,21f6c7d4e4a0baaf4eeeb4abcacbec7f656caefd83d9de309577a477e0d06a72,completed,,200,resp_0e69afbb304ed29a016aab5c69198c87d0b9d557370b6734c6,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad60-ffdd-7f82-b441-48a071fe5d3a"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad60-ffde-7f62-8243-7a2455b8d725"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad60-ffde-7f62-8243-7a484f854762"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 851, ""output_tokens"": 0}], ""input_tokens"": 851, ""output_tokens"": 0}, ""msg_0e69afbb304ed29a016aab5c6a5c2887d0919802be5f6ea67b"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 29}], ""input_tokens"": 0, ""output_tokens"": 29}, ""msg_c3759988-5cb3-582e-975a-f5d3bae1b491"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_0e69afbb304ed29a016aab5c69a81887d09fcdd45a74b5d622"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 32}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1208, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 61, ""output_tokens_details"": {""reasoning_tokens"": 32}, ""total_tokens"": 1269}",84,84
85,RIR-I1-neutral-R1-revoked_identity,actor,https://chatgpt.com/backend-api/codex/responses,9ee757c5faa187a2528aa5480aca8826a5f23331808b88573e1e832a1c057322,completed,,200,resp_0c166249e87baedb016aab5c6f83e087d09ded637ad65df68d,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad61-1a82-7a10-8421-ed8143ebbabe"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad61-1a82-7a10-8421-ed9566125c54"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad61-1a83-7130-87df-f62493316824"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1017, ""output_tokens"": 0}], ""input_tokens"": 1017, ""output_tokens"": 0}, ""msg_03eab639-7394-5a54-9ff0-07611b5cc7cf"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""msg_0c166249e87baedb016aab5c714ea487d0a9bc94866da3d867"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 46}], ""input_tokens"": 0, ""output_tokens"": 46}, ""rs_0c166249e87baedb016aab5c701b3c87d0bc74c7a243ebba3a"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 51}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1374, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 97, ""output_tokens_details"": {""reasoning_tokens"": 51}, ""total_tokens"": 1471}",85,85
86,RIR-I1-neutral-R1-revoked_identity,actor,https://chatgpt.com/backend-api/codex/responses,cda330c1c38ab98cd8dcef2adcf1f09be7f2cdd31c31d38ae0d8b283f3d7c2e3,completed,,200,resp_0cc6e2feb45bc2d0016aab5c7a426087d0829d0c1aec503ef0,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad61-4330-7ca1-90d4-f5ce8b5eeb4c"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad61-4330-7ca1-90d4-f5d96d132a2a"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad61-4331-7743-a7a4-bfeaf54311de"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1167, ""output_tokens"": 0}], ""input_tokens"": 1167, ""output_tokens"": 0}, ""msg_0cc6e2feb45bc2d0016aab5c7bfc5887d0ba91bd6e436879ae"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 41}], ""input_tokens"": 0, ""output_tokens"": 41}, ""msg_8c494632-5991-5d03-903d-4b3e43d7320a"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_0cc6e2feb45bc2d0016aab5c7af6a887d0a33ae597db6faf95"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 49}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1524, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 90, ""output_tokens_details"": {""reasoning_tokens"": 49}, ""total_tokens"": 1614}",86,86
87,RIR-I1-neutral-R1-revoked_identity,actor,https://chatgpt.com/backend-api/codex/responses,6a5bb945f302ea9f2b62267f2bccf4a05e258f6eceb48bb912b96fe839b56db8,completed,,200,resp_0935b85d97d7d37a016aab5c80e67c87d091367fde72c4c8e1,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad61-5f82-7900-879b-f8cfd1031f8b"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad61-5f82-7900-879b-f8df09e503b1"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad61-5f83-72b1-88d2-704fe67e6913"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1243, ""output_tokens"": 0}], ""input_tokens"": 1243, ""output_tokens"": 0}, ""msg_0935b85d97d7d37a016aab5c82582c87d09733aeb0bbdeed21"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 29}], ""input_tokens"": 0, ""output_tokens"": 29}, ""msg_69977db1-bb6b-5320-80e9-bd665a1afa78"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_0935b85d97d7d37a016aab5c818f9487d08a709dc9a0e53108"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 35}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1600, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 64, ""output_tokens_details"": {""reasoning_tokens"": 35}, ""total_tokens"": 1664}",87,87
88,RIR-I1-neutral-R1-revoked_identity,actor,https://chatgpt.com/backend-api/codex/responses,ab85b5c3ab6e660bd4bd95c153a4dbded4e1ece1740d406d33ced7f6c3f45299,completed,,200,resp_0c90143da6ffedab016aab5c88527c87d0baa0b08b6bb72905,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad61-7bfe-7bd3-ac08-3b484b8e9c43"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad61-7bfe-7bd3-ac08-3b50416d38a3"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad61-7bfe-7bd3-ac08-3b7ac82e53bf"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1417, ""output_tokens"": 0}], ""input_tokens"": 1417, ""output_tokens"": 0}, ""msg_0c90143da6ffedab016aab5c89dfdc87d086514698fc3c52da"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 46}], ""input_tokens"": 0, ""output_tokens"": 46}, ""msg_4a289afd-df12-5f88-afa0-57d39e3ddb9c"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_0c90143da6ffedab016aab5c892b2c87d0a130dbaea16763b3"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 31}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1774, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 77, ""output_tokens_details"": {""reasoning_tokens"": 31}, ""total_tokens"": 1851}",88,88
89,RIR-I1-neutral-R1-revoked_identity,actor,https://chatgpt.com/backend-api/codex/responses,9145bc7344387f586c17e953722f3cbe59d51411b211e2c1acd76bdd29980567,completed,,200,resp_079f7c57cda169c2016aab5c8fecdc87d0b36fb518b82bdb51,gpt-5.6-luna,"{""attribution"": {""items"": {""msg_01a0ad61-9874-77f0-8b92-330f271d2d9b"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 68, ""output_tokens"": 0}], ""input_tokens"": 68, ""output_tokens"": 0}, ""msg_01a0ad61-9874-77f0-8b92-331e5d8e7cdb"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 151, ""output_tokens"": 0}], ""input_tokens"": 151, ""output_tokens"": 0}, ""msg_01a0ad61-9875-7fb3-94b9-3a0687412333"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 1565, ""output_tokens"": 0}], ""input_tokens"": 1565, ""output_tokens"": 0}, ""msg_079f7c57cda169c2016aab5c91a2b487d09fda86183b39a956"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 41}], ""input_tokens"": 0, ""output_tokens"": 41}, ""msg_60d8f897-4c3b-5425-aa9f-ca26e50c93cc"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""content"": [{""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 82, ""output_tokens"": 0}], ""input_tokens"": 82, ""output_tokens"": 0}, ""rs_079f7c57cda169c2016aab5c90cca887d088d2f20763b3531f"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 2, ""output_tokens"": 39}}, ""request_fields"": {""text.format"": {""cache_write_tokens"": 0, ""cached_tokens"": 0, ""input_tokens"": 54, ""output_tokens"": 0}}}, ""input_tokens"": 1922, ""input_tokens_details"": {""cache_write_tokens"": 0, ""cached_tokens"": 0}, ""output_tokens"": 80, ""output_tokens_details"": {""reasoning_tokens"": 39}, ""total_tokens"": 2002}",89,89
