metric,status,numerator,denominator,value,scheduled_denominator,unit,denominator_scope,reason,evidence_ids,schema_version,intervals,cluster_terms,contrast_signs,complete_clusters
main/All/diagnosis/T.f1,measured,2,8,0.25,,ratio,offline_request_annotation_not_optimal_policy,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3', 'event-5e1d9122c5ab2104', 'event-9149c8af3e6f6d3d', 'event-3c8ae367b6f8e112', 'event-6f863a9420908120', 'event-403a1d6d2ac3a8d8', 'event-40ab8cbcc2162774', 'event-b289c1dec058c502']",2.0,[],[],{},0
main/All/diagnosis/T.overselect,measured,6,1,6.0,,ratio,offline_request_annotation_not_optimal_policy,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3', 'event-5e1d9122c5ab2104', 'event-9149c8af3e6f6d3d', 'event-3c8ae367b6f8e112', 'event-6f863a9420908120', 'event-403a1d6d2ac3a8d8', 'event-40ab8cbcc2162774', 'event-b289c1dec058c502']",2.0,[],[],{},0
main/All/diagnosis/T.precision,measured,1,7,0.14285714285714285,,ratio,offline_request_annotation_not_optimal_policy,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3', 'event-5e1d9122c5ab2104', 'event-9149c8af3e6f6d3d', 'event-3c8ae367b6f8e112', 'event-6f863a9420908120', 'event-403a1d6d2ac3a8d8', 'event-40ab8cbcc2162774', 'event-b289c1dec058c502']",2.0,[],[],{},0
main/All/diagnosis/T.recall,measured,1,1,1.0,,ratio,offline_request_annotation_not_optimal_policy,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3', 'event-5e1d9122c5ab2104', 'event-9149c8af3e6f6d3d', 'event-3c8ae367b6f8e112', 'event-6f863a9420908120', 'event-403a1d6d2ac3a8d8', 'event-40ab8cbcc2162774', 'event-b289c1dec058c502']",2.0,[],[],{},0
main/All/diagnosis/T.underselect,measured,0,1,0.0,,ratio,offline_request_annotation_not_optimal_policy,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3', 'event-5e1d9122c5ab2104', 'event-9149c8af3e6f6d3d', 'event-3c8ae367b6f8e112', 'event-6f863a9420908120', 'event-403a1d6d2ac3a8d8', 'event-40ab8cbcc2162774', 'event-b289c1dec058c502']",2.0,[],[],{},0
main/All/diagnosis/boundary.precision,measured,0,2,0.0,,ratio,scheduled_core,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3', 'event-5e1d9122c5ab2104', 'event-9149c8af3e6f6d3d', 'event-3c8ae367b6f8e112', 'event-6f863a9420908120', 'event-403a1d6d2ac3a8d8', 'event-40ab8cbcc2162774', 'event-b289c1dec058c502']",2.0,[],[],{},0
main/All/diagnosis/boundary.recall,measured,0,1,0.0,,ratio,scheduled_core,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3', 'event-5e1d9122c5ab2104', 'event-9149c8af3e6f6d3d', 'event-3c8ae367b6f8e112', 'event-6f863a9420908120', 'event-403a1d6d2ac3a8d8', 'event-40ab8cbcc2162774', 'event-b289c1dec058c502']",2.0,[],[],{},0
main/All/diagnosis/macro.f1_defined_labels,measured,0.5,3,0.16666666666666666,,ratio,macro_over_labels_with_defined_f1,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3', 'event-5e1d9122c5ab2104', 'event-9149c8af3e6f6d3d', 'event-3c8ae367b6f8e112', 'event-6f863a9420908120', 'event-403a1d6d2ac3a8d8', 'event-40ab8cbcc2162774', 'event-b289c1dec058c502']",2.0,[],[],{},0
main/All/diagnosis/micro.f1,measured,4,23,0.17391304347826086,,ratio,offline_request_annotation_not_optimal_policy,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3', 'event-5e1d9122c5ab2104', 'event-9149c8af3e6f6d3d', 'event-3c8ae367b6f8e112', 'event-6f863a9420908120', 'event-403a1d6d2ac3a8d8', 'event-40ab8cbcc2162774', 'event-b289c1dec058c502']",2.0,[],[],{},0
main/All/diagnosis/micro.overselect,measured,19,1,19.0,,ratio,offline_request_annotation_not_optimal_policy,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3', 'event-5e1d9122c5ab2104', 'event-9149c8af3e6f6d3d', 'event-3c8ae367b6f8e112', 'event-6f863a9420908120', 'event-403a1d6d2ac3a8d8', 'event-40ab8cbcc2162774', 'event-b289c1dec058c502']",2.0,[],[],{},0
main/All/diagnosis/micro.precision,measured,2,21,0.09523809523809523,,ratio,offline_request_annotation_not_optimal_policy,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3', 'event-5e1d9122c5ab2104', 'event-9149c8af3e6f6d3d', 'event-3c8ae367b6f8e112', 'event-6f863a9420908120', 'event-403a1d6d2ac3a8d8', 'event-40ab8cbcc2162774', 'event-b289c1dec058c502']",2.0,[],[],{},0
main/All/diagnosis/micro.recall,measured,2,2,1.0,,ratio,offline_request_annotation_not_optimal_policy,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3', 'event-5e1d9122c5ab2104', 'event-9149c8af3e6f6d3d', 'event-3c8ae367b6f8e112', 'event-6f863a9420908120', 'event-403a1d6d2ac3a8d8', 'event-40ab8cbcc2162774', 'event-b289c1dec058c502']",2.0,[],[],{},0
main/All/diagnosis/micro.underselect,measured,0,1,0.0,,ratio,offline_request_annotation_not_optimal_policy,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3', 'event-5e1d9122c5ab2104', 'event-9149c8af3e6f6d3d', 'event-3c8ae367b6f8e112', 'event-6f863a9420908120', 'event-403a1d6d2ac3a8d8', 'event-40ab8cbcc2162774', 'event-b289c1dec058c502']",2.0,[],[],{},0
main/Best Fixed/diagnosis/M.f1,not_applicable,,,,,ratio,offline_request_annotation_not_optimal_policy,设计中没有符合分母的观察,"['formal-01-2', 'formal-03-2', 'formal-04-2', 'formal-06-2', 'formal-07-2', 'formal-08-2', 'formal-09-2', 'formal-11-2', 'formal-12-2', 'formal-13-2', 'formal-14-2', 'formal-15-2', 'formal-16-2', 'formal-17-2', 'formal-18-2', 'formal-19-2', 'formal-20-2', 'formal-21-2', 'formal-23-2', 'formal-24-2', 'formal-28-2', 'formal-29-2', 'formal-33-2', 'formal-34-2', 'formal-35-2', 'formal-36-2', 'formal-37-2', 'formal-39-2', 'formal-41-2', 'formal-42-2', 'formal-43-2', 'formal-44-2', 'formal-45-2', 'formal-47-2', 'formal-48-2', 'formal-49-2', 'formal-50-2', 'formal-52-2', 'formal-53-2', 'formal-55-2', 'event-fdc6f7bb90011054', 'event-07f0b37bfb1e92aa', 'event-a04cfcd424b8855a', 'event-da813898ff65a74d']",2.0,[],[],{},0
main/Best Fixed/diagnosis/M.overselect,measured,0,1,0.0,,ratio,offline_request_annotation_not_optimal_policy,,"['formal-01-2', 'formal-03-2', 'formal-04-2', 'formal-06-2', 'formal-07-2', 'formal-08-2', 'formal-09-2', 'formal-11-2', 'formal-12-2', 'formal-13-2', 'formal-14-2', 'formal-15-2', 'formal-16-2', 'formal-17-2', 'formal-18-2', 'formal-19-2', 'formal-20-2', 'formal-21-2', 'formal-23-2', 'formal-24-2', 'formal-28-2', 'formal-29-2', 'formal-33-2', 'formal-34-2', 'formal-35-2', 'formal-36-2', 'formal-37-2', 'formal-39-2', 'formal-41-2', 'formal-42-2', 'formal-43-2', 'formal-44-2', 'formal-45-2', 'formal-47-2', 'formal-48-2', 'formal-49-2', 'formal-50-2', 'formal-52-2', 'formal-53-2', 'formal-55-2', 'event-fdc6f7bb90011054', 'event-07f0b37bfb1e92aa', 'event-a04cfcd424b8855a', 'event-da813898ff65a74d']",2.0,[],[],{},0
