metric,status,numerator,denominator,value,scheduled_denominator,unit,denominator_scope,reason,evidence_ids,schema_version,intervals,cluster_terms,contrast_signs,complete_clusters
legal_sensitive/All/latency.projection_ms,measured,2.0243999897502363,3,0.674799996583412,,milliseconds_per_request,scheduled_core,,"['formal-21-3', 'formal-28-3', 'formal-39-3', 'formal-44-3']",2.0,[],[],{},0
legal_sensitive/All/latency.selection_ms,measured,0.05119998240843415,3,0.017066660802811384,,milliseconds_per_request,scheduled_core,,"['formal-21-3', 'formal-28-3', 'formal-39-3', 'formal-44-3']",2.0,[],[],{},0
legal_sensitive/Best Fixed/confirmation.requests,measured,0,1,0.0,,count,scheduled_core,,"['formal-21-2', 'formal-28-2', 'formal-39-2', 'formal-44-2']",2.0,[],[],{},0
legal_sensitive/Best Fixed/cost.api_calls,measured,8.0,1,8.0,,api_calls,scheduled_core,,"['formal-21-2', 'formal-28-2', 'formal-39-2', 'formal-44-2']",2.0,[],[],{},0
legal_sensitive/Best Fixed/cost.cache_write_tokens,measured,0.0,1,0.0,,cache_write_tokens,scheduled_core,,"['formal-21-2', 'formal-28-2', 'formal-39-2', 'formal-44-2']",2.0,[],[],{},0
legal_sensitive/Best Fixed/cost.cached_input_tokens,measured,2048.0,1,2048.0,,cached_input_tokens,scheduled_core,,"['formal-21-2', 'formal-28-2', 'formal-39-2', 'formal-44-2']",2.0,[],[],{},0
legal_sensitive/Best Fixed/cost.estimated_cost_usd,measured,0.0020609344,1,0.0020609344,,estimated_cost_usd,scheduled_core,,"['formal-21-2', 'formal-28-2', 'formal-39-2', 'formal-44-2']",2.0,[],[],{},0
legal_sensitive/Best Fixed/cost.input_tokens,measured,2314.0,1,2314.0,,input_tokens,scheduled_core,,"['formal-21-2', 'formal-28-2', 'formal-39-2', 'formal-44-2']",2.0,[],[],{},0
legal_sensitive/Best Fixed/cost.output_tokens,measured,142.0,1,142.0,,output_tokens,scheduled_core,,"['formal-21-2', 'formal-28-2', 'formal-39-2', 'formal-44-2']",2.0,[],[],{},0
legal_sensitive/Best Fixed/cost.reasoning_tokens,measured,7065.0,1,7065.0,,reasoning_tokens,scheduled_core,,"['formal-21-2', 'formal-28-2', 'formal-39-2', 'formal-44-2']",2.0,[],[],{},0
legal_sensitive/Best Fixed/cost.reserved_cost_usd,measured,0.0020609344,1,0.0020609344,,reserved_cost_usd,scheduled_core,,"['formal-21-2', 'formal-28-2', 'formal-39-2', 'formal-44-2']",2.0,[],[],{},0
legal_sensitive/Best Fixed/cost.responses,measured,8.0,1,8.0,,responses,scheduled_core,,"['formal-21-2', 'formal-28-2', 'formal-39-2', 'formal-44-2']",2.0,[],[],{},0
legal_sensitive/Best Fixed/latency.authorization_ms,measured,1.327400008449331,2,0.6637000042246655,,milliseconds_per_request,scheduled_core,,"['formal-21-2', 'formal-28-2', 'formal-39-2', 'formal-44-2']",2.0,[],[],{},0
legal_sensitive/Best Fixed/latency.chain_ms,measured,58135.79260002007,4,14533.948150005017,,milliseconds_per_chain,scheduled_core,,"['formal-21-2', 'formal-28-2', 'formal-39-2', 'formal-44-2']",2.0,[],[],{},0
legal_sensitive/Best Fixed/latency.defense_ms,measured,2.942299994174391,2,1.4711499970871955,,milliseconds_per_request,scheduled_core,,"['formal-21-2', 'formal-28-2', 'formal-39-2', 'formal-44-2']",2.0,[],[],{},0
legal_sensitive/Best Fixed/latency.intervention_ms,measured,0.046600005589425564,2,0.023300002794712782,,milliseconds_per_request,scheduled_core,,"['formal-21-2', 'formal-28-2', 'formal-39-2', 'formal-44-2']",2.0,[],[],{},0
legal_sensitive/Best Fixed/latency.projection_ms,measured,1.5392999921459705,2,0.7696499960729852,,milliseconds_per_request,scheduled_core,,"['formal-21-2', 'formal-28-2', 'formal-39-2', 'formal-44-2']",2.0,[],[],{},0
legal_sensitive/Best Fixed/latency.selection_ms,measured,0.028999987989664078,2,0.014499993994832039,,milliseconds_per_request,scheduled_core,,"['formal-21-2', 'formal-28-2', 'formal-39-2', 'formal-44-2']",2.0,[],[],{},0
legal_sensitive/Coarse/confirmation.requests,measured,0,1,0.0,,count,scheduled_core,,"['formal-21-5', 'formal-28-5', 'formal-39-5', 'formal-44-5']",2.0,[],[],{},0
legal_sensitive/Coarse/cost.api_calls,measured,10.0,1,10.0,,api_calls,scheduled_core,,"['formal-21-5', 'formal-28-5', 'formal-39-5', 'formal-44-5']",2.0,[],[],{},0
legal_sensitive/Coarse/cost.cache_write_tokens,measured,0.0,1,0.0,,cache_write_tokens,scheduled_core,,"['formal-21-5', 'formal-28-5', 'formal-39-5', 'formal-44-5']",2.0,[],[],{},0
legal_sensitive/Coarse/cost.cached_input_tokens,measured,2560.0,1,2560.0,,cached_input_tokens,scheduled_core,,"['formal-21-5', 'formal-28-5', 'formal-39-5', 'formal-44-5']",2.0,[],[],{},0
legal_sensitive/Coarse/cost.estimated_cost_usd,measured,0.002462208,1,0.002462208,,estimated_cost_usd,scheduled_core,,"['formal-21-5', 'formal-28-5', 'formal-39-5', 'formal-44-5']",2.0,[],[],{},0
legal_sensitive/Coarse/cost.input_tokens,measured,2944.0,1,2944.0,,input_tokens,scheduled_core,,"['formal-21-5', 'formal-28-5', 'formal-39-5', 'formal-44-5']",2.0,[],[],{},0
legal_sensitive/Coarse/cost.output_tokens,measured,179.0,1,179.0,,output_tokens,scheduled_core,,"['formal-21-5', 'formal-28-5', 'formal-39-5', 'formal-44-5']",2.0,[],[],{},0
legal_sensitive/Coarse/cost.reasoning_tokens,measured,8397.0,1,8397.0,,reasoning_tokens,scheduled_core,,"['formal-21-5', 'formal-28-5', 'formal-39-5', 'formal-44-5']",2.0,[],[],{},0
legal_sensitive/Coarse/cost.reserved_cost_usd,measured,0.002462208,1,0.002462208,,reserved_cost_usd,scheduled_core,,"['formal-21-5', 'formal-28-5', 'formal-39-5', 'formal-44-5']",2.0,[],[],{},0
legal_sensitive/Coarse/cost.responses,measured,10.0,1,10.0,,responses,scheduled_core,,"['formal-21-5', 'formal-28-5', 'formal-39-5', 'formal-44-5']",2.0,[],[],{},0
legal_sensitive/Coarse/latency.authorization_ms,measured,3.0814000638201833,5,0.6162800127640367,,milliseconds_per_request,scheduled_core,,"['formal-21-5', 'formal-28-5', 'formal-39-5', 'formal-44-5']",2.0,[],[],{},0
legal_sensitive/Coarse/latency.chain_ms,measured,71642.94359995984,4,17910.73589998996,,milliseconds_per_chain,scheduled_core,,"['formal-21-5', 'formal-28-5', 'formal-39-5', 'formal-44-5']",2.0,[],[],{},0
legal_sensitive/Coarse/latency.defense_ms,measured,9.853299998212606,5,1.9706599996425211,,milliseconds_per_request,scheduled_core,,"['formal-21-5', 'formal-28-5', 'formal-39-5', 'formal-44-5']",2.0,[],[],{},0
legal_sensitive/Coarse/latency.intervention_ms,measured,0.023899920051917434,5,0.004779984010383487,,milliseconds_per_request,scheduled_core,,"['formal-21-5', 'formal-28-5', 'formal-39-5', 'formal-44-5']",2.0,[],[],{},0
legal_sensitive/Coarse/latency.projection_ms,measured,6.647599948337302,5,1.3295199896674603,,milliseconds_per_request,scheduled_core,,"['formal-21-5', 'formal-28-5', 'formal-39-5', 'formal-44-5']",2.0,[],[],{},0
legal_sensitive/Coarse/latency.selection_ms,measured,0.10040006600320339,5,0.02008001320064068,,milliseconds_per_request,scheduled_core,,"['formal-21-5', 'formal-28-5', 'formal-39-5', 'formal-44-5']",2.0,[],[],{},0
legal_sensitive/Evidence/confirmation.requests,measured,0,1,0.0,,count,scheduled_core,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/cost.api_calls,measured,11.0,1,11.0,,api_calls,scheduled_core,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/cost.cache_write_tokens,measured,0.0,1,0.0,,cache_write_tokens,scheduled_core,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/cost.cached_input_tokens,measured,2816.0,1,2816.0,,cached_input_tokens,scheduled_core,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/cost.estimated_cost_usd,measured,0.0031795848,1,0.0031795848,,estimated_cost_usd,scheduled_core,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/cost.input_tokens,measured,3253.0,1,3253.0,,input_tokens,scheduled_core,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/cost.output_tokens,measured,281.0,1,281.0,,output_tokens,scheduled_core,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/cost.reasoning_tokens,measured,10828.0,1,10828.0,,reasoning_tokens,scheduled_core,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/cost.reserved_cost_usd,measured,0.0031795848,1,0.0031795848,,reserved_cost_usd,scheduled_core,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/cost.responses,measured,11.0,1,11.0,,responses,scheduled_core,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/latency.authorization_ms,measured,2.6376999740023166,6,0.43961666233371943,,milliseconds_per_request,scheduled_core,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/latency.chain_ms,measured,88402.9942000052,4,22100.7485500013,,milliseconds_per_chain,scheduled_core,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/latency.defense_ms,measured,8.09689998277463,6,1.3494833304624383,,milliseconds_per_request,scheduled_core,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/latency.intervention_ms,measured,0.12889999197795987,6,0.021483331996326644,,milliseconds_per_request,scheduled_core,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/latency.projection_ms,measured,5.184800043934956,6,0.864133340655826,,milliseconds_per_request,scheduled_core,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/latency.selection_ms,measured,0.14549997285939753,6,0.024249995476566255,,milliseconds_per_request,scheduled_core,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Grant-only/confirmation.requests,measured,0,1,0.0,,count,scheduled_core,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/cost.api_calls,measured,9.0,1,9.0,,api_calls,scheduled_core,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/cost.cache_write_tokens,measured,0.0,1,0.0,,cache_write_tokens,scheduled_core,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/cost.cached_input_tokens,measured,2304.0,1,2304.0,,cached_input_tokens,scheduled_core,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/cost.estimated_cost_usd,measured,0.0029757112,1,0.0029757112,,estimated_cost_usd,scheduled_core,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/cost.input_tokens,measured,2627.0,1,2627.0,,input_tokens,scheduled_core,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/cost.output_tokens,measured,137.0,1,137.0,,output_tokens,scheduled_core,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/cost.reasoning_tokens,measured,10306.0,1,10306.0,,reasoning_tokens,scheduled_core,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/cost.reserved_cost_usd,measured,0.0029757112,1,0.0029757112,,reserved_cost_usd,scheduled_core,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/cost.responses,measured,9.0,1,9.0,,responses,scheduled_core,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/latency.authorization_ms,measured,1.4860999945085496,3,0.4953666648361832,,milliseconds_per_request,scheduled_core,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/latency.chain_ms,measured,85063.5388000228,4,21265.8847000057,,milliseconds_per_chain,scheduled_core,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/latency.defense_ms,measured,3.424700000323355,3,1.1415666667744517,,milliseconds_per_request,scheduled_core,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/latency.intervention_ms,measured,0.014199962606653571,3,0.004733320868884523,,milliseconds_per_request,scheduled_core,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/latency.projection_ms,measured,1.879700052086264,3,0.6265666840287546,,milliseconds_per_request,scheduled_core,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/latency.selection_ms,measured,0.04469999112188816,3,0.014899997040629387,,milliseconds_per_request,scheduled_core,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Monitor/confirmation.requests,measured,0,1,0.0,,count,scheduled_core,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/cost.api_calls,measured,8.0,1,8.0,,api_calls,scheduled_core,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/cost.cache_write_tokens,measured,0.0,1,0.0,,cache_write_tokens,scheduled_core,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/cost.cached_input_tokens,measured,2048.0,1,2048.0,,cached_input_tokens,scheduled_core,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/cost.estimated_cost_usd,measured,0.0030335144000000003,1,0.0030335144000000003,,estimated_cost_usd,scheduled_core,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/cost.input_tokens,measured,2331.0,1,2331.0,,input_tokens,scheduled_core,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/cost.output_tokens,measured,119.0,1,119.0,,output_tokens,scheduled_core,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/cost.reasoning_tokens,measured,10553.0,1,10553.0,,reasoning_tokens,scheduled_core,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/cost.reserved_cost_usd,measured,0.0030335144000000003,1,0.0030335144000000003,,reserved_cost_usd,scheduled_core,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/cost.responses,measured,8.0,1,8.0,,responses,scheduled_core,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/latency.authorization_ms,measured,0.4239999980200082,1,0.4239999980200082,,milliseconds_per_request,scheduled_core,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/latency.chain_ms,measured,85090.556799958,4,21272.6391999895,,milliseconds_per_chain,scheduled_core,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/latency.defense_ms,measured,1.1511000047903508,1,1.1511000047903508,,milliseconds_per_request,scheduled_core,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/latency.intervention_ms,measured,0.000600004568696022,1,0.000600004568696022,,milliseconds_per_request,scheduled_core,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/latency.projection_ms,measured,0.7119000074453652,1,0.7119000074453652,,milliseconds_per_request,scheduled_core,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/latency.selection_ms,measured,0.014599994756281376,1,0.014599994756281376,,milliseconds_per_request,scheduled_core,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
main/All/confirmation.requests,measured,0,1,0.0,,count,scheduled_core,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3']",2.0,[],[],{},0
main/All/cost.api_calls,measured,89.0,1,89.0,,api_calls,scheduled_core,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3']",2.0,[],[],{},0
main/All/cost.cache_write_tokens,measured,0.0,1,0.0,,cache_write_tokens,scheduled_core,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3']",2.0,[],[],{},0
main/All/cost.cached_input_tokens,measured,22784.0,1,22784.0,,cached_input_tokens,scheduled_core,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3']",2.0,[],[],{},0
main/All/cost.estimated_cost_usd,measured,0.0352490152,1,0.0352490152,,estimated_cost_usd,scheduled_core,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3']",2.0,[],[],{},0
main/All/cost.input_tokens,measured,28553.0,1,28553.0,,input_tokens,scheduled_core,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3']",2.0,[],[],{},0
main/All/cost.output_tokens,measured,768.0,1,768.0,,output_tokens,scheduled_core,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3']",2.0,[],[],{},0
main/All/cost.reasoning_tokens,measured,122009.0,1,122009.0,,reasoning_tokens,scheduled_core,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3']",2.0,[],[],{},0
