metric,status,numerator,denominator,value,scheduled_denominator,unit,denominator_scope,reason,evidence_ids,schema_version,intervals,cluster_terms,contrast_signs,complete_clusters
legal_sensitive/Coarse/provenance.recall,measured,29,29,1.0,,ratio,artifact_origin_memberships,,"['formal-21-5', 'formal-28-5', 'formal-39-5', 'formal-44-5']",2.0,[],[],{},0
legal_sensitive/Evidence/provenance.decay.0,not_applicable,,,,,ratio,adjacent_boundary_recall_difference,设计中没有符合分母的观察,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/provenance.decay.1,measured,0,2,0.0,,ratio,adjacent_boundary_recall_difference,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/provenance.decay.2,measured,0,14,0.0,,ratio,adjacent_boundary_recall_difference,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/provenance.decay.3,measured,0,14,0.0,,ratio,adjacent_boundary_recall_difference,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/provenance.decay.4,measured,0,9,0.0,,ratio,adjacent_boundary_recall_difference,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/provenance.decay.5,measured,0,45,0.0,,ratio,adjacent_boundary_recall_difference,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/provenance.decay.6,measured,0,10,0.0,,ratio,adjacent_boundary_recall_difference,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/provenance.decay.7,measured,0,2,0.0,,ratio,adjacent_boundary_recall_difference,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/provenance.f1,measured,70,70,1.0,,ratio,artifact_origin_memberships,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/provenance.precision,measured,35,35,1.0,,ratio,artifact_origin_memberships,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Evidence/provenance.recall,measured,35,35,1.0,,ratio,artifact_origin_memberships,,"['formal-21-4', 'formal-28-4', 'formal-39-4', 'formal-44-4']",2.0,[],[],{},0
legal_sensitive/Grant-only/provenance.decay.0,not_applicable,,,,,ratio,adjacent_boundary_recall_difference,设计中没有符合分母的观察,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/provenance.decay.2,not_applicable,,,,,ratio,adjacent_boundary_recall_difference,设计中没有符合分母的观察,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/provenance.decay.4,not_applicable,,,,,ratio,adjacent_boundary_recall_difference,设计中没有符合分母的观察,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/provenance.decay.6,not_applicable,,,,,ratio,adjacent_boundary_recall_difference,设计中没有符合分母的观察,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/provenance.f1,measured,40,40,1.0,,ratio,artifact_origin_memberships,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/provenance.precision,measured,20,20,1.0,,ratio,artifact_origin_memberships,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Grant-only/provenance.recall,measured,20,20,1.0,,ratio,artifact_origin_memberships,,"['formal-21-1', 'formal-28-1', 'formal-39-1', 'formal-44-1']",2.0,[],[],{},0
legal_sensitive/Monitor/provenance.decay.2,not_applicable,,,,,ratio,adjacent_boundary_recall_difference,设计中没有符合分母的观察,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/provenance.decay.4,not_applicable,,,,,ratio,adjacent_boundary_recall_difference,设计中没有符合分母的观察,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/provenance.decay.6,not_applicable,,,,,ratio,adjacent_boundary_recall_difference,设计中没有符合分母的观察,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/provenance.f1,measured,24,24,1.0,,ratio,artifact_origin_memberships,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/provenance.precision,measured,12,12,1.0,,ratio,artifact_origin_memberships,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
legal_sensitive/Monitor/provenance.recall,measured,12,12,1.0,,ratio,artifact_origin_memberships,,"['formal-21-0', 'formal-28-0', 'formal-39-0', 'formal-44-0']",2.0,[],[],{},0
main/All/provenance.decay.0,not_applicable,,,,,ratio,adjacent_boundary_recall_difference,设计中没有符合分母的观察,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3']",2.0,[],[],{},0
main/All/provenance.decay.2,not_applicable,,,,,ratio,adjacent_boundary_recall_difference,设计中没有符合分母的观察,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3']",2.0,[],[],{},0
main/All/provenance.decay.4,not_applicable,,,,,ratio,adjacent_boundary_recall_difference,设计中没有符合分母的观察,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3']",2.0,[],[],{},0
main/All/provenance.decay.6,not_applicable,,,,,ratio,adjacent_boundary_recall_difference,设计中没有符合分母的观察,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3']",2.0,[],[],{},0
main/All/provenance.f1,measured,262,262,1.0,,ratio,artifact_origin_memberships,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3']",2.0,[],[],{},0
main/All/provenance.precision,measured,131,131,1.0,,ratio,artifact_origin_memberships,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3']",2.0,[],[],{},0
main/All/provenance.recall,measured,131,131,1.0,,ratio,artifact_origin_memberships,,"['formal-01-3', 'formal-03-3', 'formal-04-3', 'formal-06-3', 'formal-07-3', 'formal-08-3', 'formal-09-3', 'formal-11-3', 'formal-12-3', 'formal-13-3', 'formal-14-3', 'formal-15-3', 'formal-16-3', 'formal-17-3', 'formal-18-3', 'formal-19-3', 'formal-20-3', 'formal-21-3', 'formal-23-3', 'formal-24-3', 'formal-28-3', 'formal-29-3', 'formal-33-3', 'formal-34-3', 'formal-35-3', 'formal-36-3', 'formal-37-3', 'formal-39-3', 'formal-41-3', 'formal-42-3', 'formal-43-3', 'formal-44-3', 'formal-45-3', 'formal-47-3', 'formal-48-3', 'formal-49-3', 'formal-50-3', 'formal-52-3', 'formal-53-3', 'formal-55-3']",2.0,[],[],{},0
main/Best Fixed/provenance.decay.0,not_applicable,,,,,ratio,adjacent_boundary_recall_difference,设计中没有符合分母的观察,"['formal-01-2', 'formal-03-2', 'formal-04-2', 'formal-06-2', 'formal-07-2', 'formal-08-2', 'formal-09-2', 'formal-11-2', 'formal-12-2', 'formal-13-2', 'formal-14-2', 'formal-15-2', 'formal-16-2', 'formal-17-2', 'formal-18-2', 'formal-19-2', 'formal-20-2', 'formal-21-2', 'formal-23-2', 'formal-24-2', 'formal-28-2', 'formal-29-2', 'formal-33-2', 'formal-34-2', 'formal-35-2', 'formal-36-2', 'formal-37-2', 'formal-39-2', 'formal-41-2', 'formal-42-2', 'formal-43-2', 'formal-44-2', 'formal-45-2', 'formal-47-2', 'formal-48-2', 'formal-49-2', 'formal-50-2', 'formal-52-2', 'formal-53-2', 'formal-55-2']",2.0,[],[],{},0
main/Best Fixed/provenance.decay.2,not_applicable,,,,,ratio,adjacent_boundary_recall_difference,设计中没有符合分母的观察,"['formal-01-2', 'formal-03-2', 'formal-04-2', 'formal-06-2', 'formal-07-2', 'formal-08-2', 'formal-09-2', 'formal-11-2', 'formal-12-2', 'formal-13-2', 'formal-14-2', 'formal-15-2', 'formal-16-2', 'formal-17-2', 'formal-18-2', 'formal-19-2', 'formal-20-2', 'formal-21-2', 'formal-23-2', 'formal-24-2', 'formal-28-2', 'formal-29-2', 'formal-33-2', 'formal-34-2', 'formal-35-2', 'formal-36-2', 'formal-37-2', 'formal-39-2', 'formal-41-2', 'formal-42-2', 'formal-43-2', 'formal-44-2', 'formal-45-2', 'formal-47-2', 'formal-48-2', 'formal-49-2', 'formal-50-2', 'formal-52-2', 'formal-53-2', 'formal-55-2']",2.0,[],[],{},0
main/Best Fixed/provenance.decay.4,not_applicable,,,,,ratio,adjacent_boundary_recall_difference,设计中没有符合分母的观察,"['formal-01-2', 'formal-03-2', 'formal-04-2', 'formal-06-2', 'formal-07-2', 'formal-08-2', 'formal-09-2', 'formal-11-2', 'formal-12-2', 'formal-13-2', 'formal-14-2', 'formal-15-2', 'formal-16-2', 'formal-17-2', 'formal-18-2', 'formal-19-2', 'formal-20-2', 'formal-21-2', 'formal-23-2', 'formal-24-2', 'formal-28-2', 'formal-29-2', 'formal-33-2', 'formal-34-2', 'formal-35-2', 'formal-36-2', 'formal-37-2', 'formal-39-2', 'formal-41-2', 'formal-42-2', 'formal-43-2', 'formal-44-2', 'formal-45-2', 'formal-47-2', 'formal-48-2', 'formal-49-2', 'formal-50-2', 'formal-52-2', 'formal-53-2', 'formal-55-2']",2.0,[],[],{},0
main/Best Fixed/provenance.decay.6,not_applicable,,,,,ratio,adjacent_boundary_recall_difference,设计中没有符合分母的观察,"['formal-01-2', 'formal-03-2', 'formal-04-2', 'formal-06-2', 'formal-07-2', 'formal-08-2', 'formal-09-2', 'formal-11-2', 'formal-12-2', 'formal-13-2', 'formal-14-2', 'formal-15-2', 'formal-16-2', 'formal-17-2', 'formal-18-2', 'formal-19-2', 'formal-20-2', 'formal-21-2', 'formal-23-2', 'formal-24-2', 'formal-28-2', 'formal-29-2', 'formal-33-2', 'formal-34-2', 'formal-35-2', 'formal-36-2', 'formal-37-2', 'formal-39-2', 'formal-41-2', 'formal-42-2', 'formal-43-2', 'formal-44-2', 'formal-45-2', 'formal-47-2', 'formal-48-2', 'formal-49-2', 'formal-50-2', 'formal-52-2', 'formal-53-2', 'formal-55-2']",2.0,[],[],{},0
main/Best Fixed/provenance.f1,measured,240,240,1.0,,ratio,artifact_origin_memberships,,"['formal-01-2', 'formal-03-2', 'formal-04-2', 'formal-06-2', 'formal-07-2', 'formal-08-2', 'formal-09-2', 'formal-11-2', 'formal-12-2', 'formal-13-2', 'formal-14-2', 'formal-15-2', 'formal-16-2', 'formal-17-2', 'formal-18-2', 'formal-19-2', 'formal-20-2', 'formal-21-2', 'formal-23-2', 'formal-24-2', 'formal-28-2', 'formal-29-2', 'formal-33-2', 'formal-34-2', 'formal-35-2', 'formal-36-2', 'formal-37-2', 'formal-39-2', 'formal-41-2', 'formal-42-2', 'formal-43-2', 'formal-44-2', 'formal-45-2', 'formal-47-2', 'formal-48-2', 'formal-49-2', 'formal-50-2', 'formal-52-2', 'formal-53-2', 'formal-55-2']",2.0,[],[],{},0
main/Best Fixed/provenance.precision,measured,120,120,1.0,,ratio,artifact_origin_memberships,,"['formal-01-2', 'formal-03-2', 'formal-04-2', 'formal-06-2', 'formal-07-2', 'formal-08-2', 'formal-09-2', 'formal-11-2', 'formal-12-2', 'formal-13-2', 'formal-14-2', 'formal-15-2', 'formal-16-2', 'formal-17-2', 'formal-18-2', 'formal-19-2', 'formal-20-2', 'formal-21-2', 'formal-23-2', 'formal-24-2', 'formal-28-2', 'formal-29-2', 'formal-33-2', 'formal-34-2', 'formal-35-2', 'formal-36-2', 'formal-37-2', 'formal-39-2', 'formal-41-2', 'formal-42-2', 'formal-43-2', 'formal-44-2', 'formal-45-2', 'formal-47-2', 'formal-48-2', 'formal-49-2', 'formal-50-2', 'formal-52-2', 'formal-53-2', 'formal-55-2']",2.0,[],[],{},0
main/Best Fixed/provenance.recall,measured,120,120,1.0,,ratio,artifact_origin_memberships,,"['formal-01-2', 'formal-03-2', 'formal-04-2', 'formal-06-2', 'formal-07-2', 'formal-08-2', 'formal-09-2', 'formal-11-2', 'formal-12-2', 'formal-13-2', 'formal-14-2', 'formal-15-2', 'formal-16-2', 'formal-17-2', 'formal-18-2', 'formal-19-2', 'formal-20-2', 'formal-21-2', 'formal-23-2', 'formal-24-2', 'formal-28-2', 'formal-29-2', 'formal-33-2', 'formal-34-2', 'formal-35-2', 'formal-36-2', 'formal-37-2', 'formal-39-2', 'formal-41-2', 'formal-42-2', 'formal-43-2', 'formal-44-2', 'formal-45-2', 'formal-47-2', 'formal-48-2', 'formal-49-2', 'formal-50-2', 'formal-52-2', 'formal-53-2', 'formal-55-2']",2.0,[],[],{},0
main/Coarse/provenance.decay.0,not_applicable,,,,,ratio,adjacent_boundary_recall_difference,设计中没有符合分母的观察,"['formal-01-5', 'formal-03-5', 'formal-04-5', 'formal-06-5', 'formal-07-5', 'formal-08-5', 'formal-09-5', 'formal-11-5', 'formal-12-5', 'formal-13-5', 'formal-14-5', 'formal-15-5', 'formal-16-5', 'formal-17-5', 'formal-18-5', 'formal-19-5', 'formal-20-5', 'formal-21-5', 'formal-23-5', 'formal-24-5', 'formal-28-5', 'formal-29-5', 'formal-33-5', 'formal-34-5', 'formal-35-5', 'formal-36-5', 'formal-37-5', 'formal-39-5', 'formal-41-5', 'formal-42-5', 'formal-43-5', 'formal-44-5', 'formal-45-5', 'formal-47-5', 'formal-48-5', 'formal-49-5', 'formal-50-5', 'formal-52-5', 'formal-53-5', 'formal-55-5']",2.0,[],[],{},0
main/Coarse/provenance.decay.1,measured,0,5,0.0,,ratio,adjacent_boundary_recall_difference,,"['formal-01-5', 'formal-03-5', 'formal-04-5', 'formal-06-5', 'formal-07-5', 'formal-08-5', 'formal-09-5', 'formal-11-5', 'formal-12-5', 'formal-13-5', 'formal-14-5', 'formal-15-5', 'formal-16-5', 'formal-17-5', 'formal-18-5', 'formal-19-5', 'formal-20-5', 'formal-21-5', 'formal-23-5', 'formal-24-5', 'formal-28-5', 'formal-29-5', 'formal-33-5', 'formal-34-5', 'formal-35-5', 'formal-36-5', 'formal-37-5', 'formal-39-5', 'formal-41-5', 'formal-42-5', 'formal-43-5', 'formal-44-5', 'formal-45-5', 'formal-47-5', 'formal-48-5', 'formal-49-5', 'formal-50-5', 'formal-52-5', 'formal-53-5', 'formal-55-5']",2.0,[],[],{},0
main/Coarse/provenance.decay.2,measured,0,83,0.0,,ratio,adjacent_boundary_recall_difference,,"['formal-01-5', 'formal-03-5', 'formal-04-5', 'formal-06-5', 'formal-07-5', 'formal-08-5', 'formal-09-5', 'formal-11-5', 'formal-12-5', 'formal-13-5', 'formal-14-5', 'formal-15-5', 'formal-16-5', 'formal-17-5', 'formal-18-5', 'formal-19-5', 'formal-20-5', 'formal-21-5', 'formal-23-5', 'formal-24-5', 'formal-28-5', 'formal-29-5', 'formal-33-5', 'formal-34-5', 'formal-35-5', 'formal-36-5', 'formal-37-5', 'formal-39-5', 'formal-41-5', 'formal-42-5', 'formal-43-5', 'formal-44-5', 'formal-45-5', 'formal-47-5', 'formal-48-5', 'formal-49-5', 'formal-50-5', 'formal-52-5', 'formal-53-5', 'formal-55-5']",2.0,[],[],{},0
main/Coarse/provenance.decay.3,measured,0,83,0.0,,ratio,adjacent_boundary_recall_difference,,"['formal-01-5', 'formal-03-5', 'formal-04-5', 'formal-06-5', 'formal-07-5', 'formal-08-5', 'formal-09-5', 'formal-11-5', 'formal-12-5', 'formal-13-5', 'formal-14-5', 'formal-15-5', 'formal-16-5', 'formal-17-5', 'formal-18-5', 'formal-19-5', 'formal-20-5', 'formal-21-5', 'formal-23-5', 'formal-24-5', 'formal-28-5', 'formal-29-5', 'formal-33-5', 'formal-34-5', 'formal-35-5', 'formal-36-5', 'formal-37-5', 'formal-39-5', 'formal-41-5', 'formal-42-5', 'formal-43-5', 'formal-44-5', 'formal-45-5', 'formal-47-5', 'formal-48-5', 'formal-49-5', 'formal-50-5', 'formal-52-5', 'formal-53-5', 'formal-55-5']",2.0,[],[],{},0
main/Coarse/provenance.decay.4,measured,0,49,0.0,,ratio,adjacent_boundary_recall_difference,,"['formal-01-5', 'formal-03-5', 'formal-04-5', 'formal-06-5', 'formal-07-5', 'formal-08-5', 'formal-09-5', 'formal-11-5', 'formal-12-5', 'formal-13-5', 'formal-14-5', 'formal-15-5', 'formal-16-5', 'formal-17-5', 'formal-18-5', 'formal-19-5', 'formal-20-5', 'formal-21-5', 'formal-23-5', 'formal-24-5', 'formal-28-5', 'formal-29-5', 'formal-33-5', 'formal-34-5', 'formal-35-5', 'formal-36-5', 'formal-37-5', 'formal-39-5', 'formal-41-5', 'formal-42-5', 'formal-43-5', 'formal-44-5', 'formal-45-5', 'formal-47-5', 'formal-48-5', 'formal-49-5', 'formal-50-5', 'formal-52-5', 'formal-53-5', 'formal-55-5']",2.0,[],[],{},0
main/Coarse/provenance.decay.5,measured,0,245,0.0,,ratio,adjacent_boundary_recall_difference,,"['formal-01-5', 'formal-03-5', 'formal-04-5', 'formal-06-5', 'formal-07-5', 'formal-08-5', 'formal-09-5', 'formal-11-5', 'formal-12-5', 'formal-13-5', 'formal-14-5', 'formal-15-5', 'formal-16-5', 'formal-17-5', 'formal-18-5', 'formal-19-5', 'formal-20-5', 'formal-21-5', 'formal-23-5', 'formal-24-5', 'formal-28-5', 'formal-29-5', 'formal-33-5', 'formal-34-5', 'formal-35-5', 'formal-36-5', 'formal-37-5', 'formal-39-5', 'formal-41-5', 'formal-42-5', 'formal-43-5', 'formal-44-5', 'formal-45-5', 'formal-47-5', 'formal-48-5', 'formal-49-5', 'formal-50-5', 'formal-52-5', 'formal-53-5', 'formal-55-5']",2.0,[],[],{},0
