query_id,phase,source_ref,original_endpoint,identity_endpoint,neutral_endpoint,ci,structural_eligible,original_identity_stable,semantic_preservation,interpretation
i_618f23c74ed076268b38e102,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L19,False,False,False,0,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_b2cfc478eb32af94012f659b,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L20,False,False,False,0,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_c245f9e10e2b36cda9768f27,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L21,False,False,False,0,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_ab5ccd7acb5a3af3891e15c5,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L22,False,False,False,0,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_e260b89f3358ea403efd2936,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L23,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_5a8494c4c59a31a993b94ad4,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L24,False,False,False,0,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_20e6bf67bc7fb1f56808fb12,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L25,False,False,False,0,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_db350a780bec3a52055f2d28,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L26,False,False,False,0,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_87bf3a7f1616b61cd1030e0c,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L27,False,False,False,0,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_a16ef1c7929e5aa2d7451d56,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L28,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_846e2d95cf4235355b64f2b6,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L29,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_fc124b8021c3fbe8e5db82f3,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L30,False,False,False,0,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_007245fb597c1a6462a4b8a0,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L31,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_1d773664b8fc7b16c349a246,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L32,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_21fec99d83ef0e8dbf6f4680,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L33,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_9ba52dfa01cd1e81ac0b2605,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L34,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_2da5823b7a554d02a6f98ed2,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L35,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_a56eb63f55d5df70339832e9,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L36,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_5f5c3d61dcf6f7ea98ea4d15,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L37,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_e9b806068d98090b280553f5,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L38,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_041bb1696588756b16d661e4,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L39,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_1e8e78c92deac42e05213734,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L40,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_657bd3583848ee3f4af50c02,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L41,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_33dd8643877b91736a33841f,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L42,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_5232a64fd720bf4c1f7326c1,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L43,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_bf7f649dfa568b9b2c3c4f97,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L44,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_bae634e283dcc96bfed5cdfb,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L45,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_e88eff2f7a307072a96c696d,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L46,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_8ff34ad6c20b2bcc67a3d5b0,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L47,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_e98a1ebf678d72cf5d489fb2,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L48,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_6fcdaf9070402a8b461775dd,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L49,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_beae41ec286345026b93487f,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L50,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_005a4e06fc484742c17a4604,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L51,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_185b97f55182f9363abd49cd,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L52,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_7f916bbe66300690dd9cbf21,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L53,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_18c142a819a983f8c925b4e4,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L54,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_76888561204cf8e2e3dfee79,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L55,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_4e074bc4aaf5042727ad238f,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L56,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_2df9c72a64445bff4b48c8ca,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L57,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_f01f8cb0431a5013916ae306,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L58,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_c70587eb2e0f63bb32869e69,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L59,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_9a209fd8e71d9da7e9856ddd,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L60,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_4846095e24f545d24ba1b0a6,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L61,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_c441380cf9dacf42a8ce32dd,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L62,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_ed9f00d83bc79a035da4f3d1,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L63,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_6e44e1487a6ea97196e448b6,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L64,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_5fe625cc22b659cf0a4b6484,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L65,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_b284410b7ede5a9d035483c4,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L66,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_2ea11dfa57ac3e3997b30e03,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L67,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_d03fa2e849e05b9f2c0e2876,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L68,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_1a38b88a764be4e60957f693,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L69,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_a7b92561d1e9e34073a57f3e,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L70,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_a0ba18bacc44c84c94315321,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L71,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_6f81f422c617eddc511e1fa5,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L72,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_cae447afe6c94fd3ba58ccdb,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L73,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_2a915c57ea4459492f81820d,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L74,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_58896a99cf8579b7f379f724,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L75,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_4707dda2a19b22b6d5eb0c94,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L76,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_31a6cd9a656c8f8e20fbf071,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L77,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_422bb191cb3853f08941c5ba,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L78,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_b0545d845e4f95f55c5bd3e2,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L79,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_6a0833b407155f9054c28cbf,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L80,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_8d3e1002749aa5f1896c410e,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L81,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_6e46f4a1c5d7a7b047076887,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L82,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_058092a3bd79a6c5d9f5d26a,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L83,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_b635b0228d834833ee06c13f,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L84,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_9e0ac5cadabeaee776e9a0f9,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L85,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_a502f3ce2213ed9a51f779bb,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L86,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_eb852673a09ef69a37c6a7f6,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L87,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_d35f4516a92efbfdab70fa17,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L88,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_69d7f776f4978fa314e0ea98,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L89,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_775027ee3b313b03b8c748d1,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L90,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_813852bd68f051795567ea10,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L91,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_be333bd81facfb46f59c30d5,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L92,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_dad70462b65756e58220065d,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L93,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_3c883bb5b179f2fa030df0c7,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L94,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_1711f29a7d638140a6c35b64,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L95,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_5daea588e1282184a8a21769,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L96,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_67f6b231fbf0ebab12396ddf,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L97,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_1be4d6c53bbd47fd2be0147e,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L98,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_3dbed28f316f45897652fbcc,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L99,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_b48b4e8d497e50ffd33a8f80,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L100,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_5909bb161635d97860527025,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L101,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_13e37eaaeb5b42cdb36f7a11,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L102,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_0bd5740d4725cacbcd320b29,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L103,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_08472109dc91ae52c9547375,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L104,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_5ed4a23e368d21f91fc4a609,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L105,False,False,False,0,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_c99bdd9eb196ce3684bc6ba9,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L106,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_be646b47670d8f35c29ffd52,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L107,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_3e46d3bc889f1e9a9c222cba,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L108,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_4f9c616f0ce40ea895d6ad65,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L109,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_246703e07c7ca33f695e639a,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L110,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_4127f0c8829754a7e536eded,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L111,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_e8bd2a6d0761c15017da7494,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L112,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_3093d734693d470958d96409,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L113,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_0864c92d8272a1ce02c0bbbc,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L114,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_9b10b8d72251797f24055446,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L115,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_45ad4defc75a140191ee8207,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L116,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_448e87260ce996c71455c30c,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L117,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_8c8e5f580a234580eed16cf9,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L118,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_416ed76b5747311e0f2c6c6a,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L119,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_88cbcd13cd737b8e3219412d,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L120,True,True,False,1,True,True,False,post-prediction Full-only descriptive sensitivity; no new query or execution
i_06dc499e7ecc6d8555ccf356,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L121,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_d58bc7a852123636ff55a9fe,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L122,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_9530ec9f590c2025a720bc2d,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L123,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_e9417e82d4b20b4172b73c26,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L124,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_69df150f127ed98d62db7698,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L125,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_53931e1f5d27a60b9b497887,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L126,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_5d053bc684033d88c2033de9,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L127,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_e97c745b06be61914d9f47ff,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L128,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_eb150c5705f8410a02789931,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L129,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_3c98242f9b60122b4e36012e,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L130,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_25d6c45d50da7ae0eee34ce3,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L131,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_0c49ee3b8d2e1131d07c69e7,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L132,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_04b1a8e6983aad993f3c9502,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L133,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_df11fa10474ef714f4c6faca,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L134,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_635a6db11d6ca80e04d2a0f7,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L135,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_4043a0bbbfe3681f99105ea9,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L136,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_6d8d70073338aa0b30c69647,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L137,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_01015bb510563c24bc9cc599,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L138,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_7dfbae24c0b747d9fa399c70,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L139,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_5a32ca9533e15d4dadfc6ead,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L140,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_087775d9b74255a06e33a991,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L141,False,True,False,1,True,False,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_4c91d83cd005fcded295b645,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L142,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_99a0db9c733e50c175ffe68b,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L143,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_2f0bbb04051a3a3b2378c940,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L144,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_4bd8356d61c873d104e66952,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L145,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_4209c11dc2e370b7f84b7d02,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L146,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_7f870b3a1ccd7ac405cabd20,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L147,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_d135ada97bd0f82e6fcb94a9,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L148,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_477db4903603abe8adf4cfe1,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L149,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_3e3e589ff6ac1500469fb34d,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L150,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_c9680e0fbf636993a01a9e77,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L151,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_50f94db7f0dc4eccd3a3a1a1,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L152,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
i_0d9ec44c67f8c9bce6b9bb1a,f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L153,True,True,False,1,True,True,,post-prediction Full-only descriptive sensitivity; no new query or execution
