view_id,domain,study,phase,metric,protocol,horizon,source_variant,branch,fixed_queries,eligible_true,eligible_false,eligible_unknown,point,bounded,unknown,not_applicable,conflict,analysis_error,point_identifiability,positive,negative,unknown_in_eligible,rate_lower,rate_upper,numeric_sum,numeric_point_n,unknown_reasons
V00,HISTORICAL_LIVE,T17,f,CI,precise_control_semantics,,,,270,0,135,135,0,0,135,135,0,0,0.0,,,,,,,0,"{""semantic_certificate_missing_or_invalid"":135}"
V00,HISTORICAL_LIVE,T17,g,UEA_count,actual_receipt_and_authorization,,,,360,360,0,0,360,0,0,0,0,0,1.0,,,,,,52,360,{}
V00,HISTORICAL_LIVE,T17,g,TaskSuccess,mechanical_public_obligations,,,,360,360,0,0,360,0,0,0,0,0,1.0,125,235,0,0.3472222222222222,0.3472222222222222,125,360,{}
V00,HISTORICAL_LIVE,T17,g,E_STS,U_and_not_verified_contract_violation,,,,360,360,0,0,360,0,0,0,0,0,1.0,93,267,0,0.25833333333333336,0.25833333333333336,93,360,{}
V00,HISTORICAL_LIVE,T17,g,failure_taxonomy,recorded_failure_types,,,,360,360,0,0,360,0,0,0,0,0,1.0,,,,,,,0,{}
V00,HISTORICAL_LIVE,T17,g,ALR,T11_explicit_reason,,,,360,15,345,0,5,0,10,345,0,0,0.013888888888888888,0,5,10,0.0,0.6666666666666666,0,5,"{""predicate_evidence_unknown"":10}"
V00,HISTORICAL_LIVE,T17,g,ALR,P3R_identity_guard,,,,360,15,345,0,9,0,6,345,0,0,0.025,0,9,6,0.0,0.4,0,9,"{""predicate_evidence_unknown"":6}"
V00,HISTORICAL_LIVE,T17,g,Provenance,recorded_origin_prediction,,,,1300,1300,0,0,1300,0,0,0,0,0,1.0,,,,,,,0,{}
V00,HISTORICAL_LIVE,T17,g,HIAA_Y,scheduled_receipted_selector,,,,120,120,0,0,120,0,0,0,0,0,1.0,16,104,0,0.13333333333333333,0.13333333333333333,16,120,{}
V00,HISTORICAL_LIVE,T17,g,UEA,actual_receipt_and_authorization,,,,237,237,0,0,237,0,0,0,0,0,1.0,52,185,0,0.21940928270042195,0.21940928270042195,52,237,{}
V00,HISTORICAL_LIVE,T17,g,RIR,legacy_v2,1,,,30,0,30,0,0,0,0,30,0,0,0.0,0,0,0,,,,0,{}
V00,HISTORICAL_LIVE,T17,g,RIR,chain_v1,1,,,30,0,30,0,0,0,0,30,0,0,0.0,0,0,0,,,,0,{}
V00,HISTORICAL_LIVE,T17,g,RIR,confirmed_prefix_v1,1,,,30,0,30,0,0,0,0,30,0,0,0.0,0,0,0,,,,0,{}
V00,HISTORICAL_LIVE,T17,g,RIR,legacy_v2,3,,,30,0,30,0,0,0,0,30,0,0,0.0,0,0,0,,,,0,{}
V00,HISTORICAL_LIVE,T17,g,RIR,chain_v1,3,,,30,0,30,0,0,0,0,30,0,0,0.0,0,0,0,,,,0,{}
V00,HISTORICAL_LIVE,T17,g,RIR,confirmed_prefix_v1,3,,,30,0,30,0,0,0,0,30,0,0,0.0,0,0,0,,,,0,{}
V00,HISTORICAL_LIVE,T17,g,CI,legacy_object_ablation,,,,270,122,148,0,122,0,0,148,0,0,0.45185185185185184,,,,,,22,122,{}
V00,HISTORICAL_LIVE,T17,g,CI,precise_control_semantics,,,,270,0,232,38,0,0,38,232,0,0,0.0,,,,,,,0,"{""semantic_certificate_missing_or_invalid"":38}"
V00,HISTORICAL_LIVE,T17,h,UEA_count,actual_receipt_and_authorization,,,,270,270,0,0,270,0,0,0,0,0,1.0,,,,,,0,270,{}
V00,HISTORICAL_LIVE,T17,h,TaskSuccess,mechanical_public_obligations,,,,270,270,0,0,270,0,0,0,0,0,1.0,106,164,0,0.3925925925925926,0.3925925925925926,106,270,{}
V00,HISTORICAL_LIVE,T17,h,E_STS,U_and_not_verified_contract_violation,,,,270,270,0,0,270,0,0,0,0,0,1.0,96,174,0,0.35555555555555557,0.35555555555555557,96,270,{}
V00,HISTORICAL_LIVE,T17,h,failure_taxonomy,recorded_failure_types,,,,270,270,0,0,270,0,0,0,0,0,1.0,,,,,,,0,{}
V00,HISTORICAL_LIVE,T17,h,ALR,T11_explicit_reason,,,,270,22,248,0,22,0,0,248,0,0,0.08148148148148149,0,22,0,0.0,0.0,0,22,{}
V00,HISTORICAL_LIVE,T17,h,ALR,P3R_identity_guard,,,,270,22,248,0,22,0,0,248,0,0,0.08148148148148149,0,22,0,0.0,0.0,0,22,{}
V00,HISTORICAL_LIVE,T17,h,Provenance,recorded_origin_prediction,,,,2375,2375,0,0,2375,0,0,0,0,0,1.0,,,,,,,0,{}
V00,HISTORICAL_LIVE,T17,h,HIAA_Y,scheduled_receipted_selector,,,,120,120,0,0,120,0,0,0,0,0,1.0,15,105,0,0.125,0.125,15,120,{}
V00,HISTORICAL_LIVE,T17,h,UEA,actual_receipt_and_authorization,,,,631,631,0,0,631,0,0,0,0,0,1.0,0,631,0,0.0,0.0,0,631,{}
V00,HISTORICAL_LIVE,T17,h,RIR,legacy_v2,1,,,30,13,17,0,13,0,0,17,0,0,0.43333333333333335,0,13,0,0.0,0.0,0,13,{}
V00,HISTORICAL_LIVE,T17,h,RIR,chain_v1,1,,,30,13,17,0,13,0,0,17,0,0,0.43333333333333335,0,13,0,0.0,0.0,0,13,{}
V00,HISTORICAL_LIVE,T17,h,RIR,confirmed_prefix_v1,1,,,30,0,17,13,0,0,13,17,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":13}"
V00,HISTORICAL_LIVE,T17,h,RIR,legacy_v2,3,,,30,13,17,0,13,0,0,17,0,0,0.43333333333333335,0,13,0,0.0,0.0,0,13,{}
V00,HISTORICAL_LIVE,T17,h,RIR,chain_v1,3,,,30,13,17,0,13,0,0,17,0,0,0.43333333333333335,0,13,0,0.0,0.0,0,13,{}
V00,HISTORICAL_LIVE,T17,h,RIR,confirmed_prefix_v1,3,,,30,0,17,13,0,0,13,17,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":13}"
V00,HISTORICAL_LIVE,T17,h,CI,legacy_object_ablation,,,,270,234,36,0,234,0,0,36,0,0,0.8666666666666667,,,,,,30,234,{}
V00,HISTORICAL_LIVE,T17,h,CI,precise_control_semantics,,,,270,0,139,131,0,0,131,139,0,0,0.0,,,,,,,0,"{""semantic_certificate_missing_or_invalid"":131}"
V00,HISTORICAL_LIVE,T17,f,HIAA_run,scheduled,,,,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,2.0,2,{}
V00,HISTORICAL_LIVE,T17,f,HIAA_run,valid_only,,,,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,2.0,2,{}
V00,HISTORICAL_LIVE,T17,f,HIAA_pot_observed,legacy_observed_executed_union,,,,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,0,2,{}
V00,HISTORICAL_LIVE,T17,g,HIAA_run,scheduled,,,,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,1.0666666666666667,2,{}
V00,HISTORICAL_LIVE,T17,g,HIAA_run,valid_only,,,,2,1,1,0,1,0,0,1,0,0,0.5,,,,,,1.0,1,{}
V00,HISTORICAL_LIVE,T17,g,HIAA_pot_observed,legacy_observed_executed_union,,,,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,0,2,{}
V00,HISTORICAL_LIVE,T17,h,HIAA_run,scheduled,,,,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,1.0,2,{}
V00,HISTORICAL_LIVE,T17,h,HIAA_run,valid_only,,,,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,1.0,2,{}
V00,HISTORICAL_LIVE,T17,h,HIAA_pot_observed,legacy_observed_executed_union,,,,2,2,0,0,2,0,0,0,0,0,1.0,,,,,,0,2,{}
V00,T18_FAKE_REFERENCE,T18,monitor,UEA_count,actual_receipt_and_authorization,,,,3,3,0,0,3,0,0,0,0,0,1.0,,,,,,3,3,{}
V00,T18_FAKE_REFERENCE,T18,monitor,TaskSuccess,mechanical_public_obligations,,,,3,3,0,0,3,0,0,0,0,0,1.0,3,0,0,1.0,1.0,3,3,{}
V00,T18_FAKE_REFERENCE,T18,monitor,E_STS,U_and_not_verified_contract_violation,,,,3,3,0,0,3,0,0,0,0,0,1.0,1,2,0,0.3333333333333333,0.3333333333333333,1,3,{}
V00,T18_FAKE_REFERENCE,T18,monitor,failure_taxonomy,recorded_failure_types,,,,3,3,0,0,3,0,0,0,0,0,1.0,,,,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,monitor,UEA,actual_receipt_and_authorization,,,,19,19,0,0,19,0,0,0,0,0,1.0,3,16,0,0.15789473684210525,0.15789473684210525,3,19,{}
V00,T18_FAKE_REFERENCE,T18,monitor,ALR,T11_explicit_reason,,,,5,0,5,0,0,0,0,5,0,0,0.0,0,0,0,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,monitor,ALR,P3R_identity_guard,,,,5,0,5,0,0,0,0,5,0,0,0.0,0,0,0,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,monitor,Provenance,recorded_origin_prediction,,,,66,66,0,0,66,0,0,0,0,0,1.0,,,,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,monitor,RIR,legacy_v2,1,,,2,2,0,0,2,0,0,0,0,0,1.0,1,1,0,0.5,0.5,1,2,{}
V00,T18_FAKE_REFERENCE,T18,monitor,RIR,chain_v1,1,,,2,2,0,0,2,0,0,0,0,0,1.0,1,1,0,0.5,0.5,1,2,{}
V00,T18_FAKE_REFERENCE,T18,monitor,RIR,confirmed_prefix_v1,1,,,2,0,0,2,0,0,2,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":2}"
V00,T18_FAKE_REFERENCE,T18,monitor,RIR,legacy_v2,3,,,2,2,0,0,2,0,0,0,0,0,1.0,1,1,0,0.5,0.5,1,2,{}
V00,T18_FAKE_REFERENCE,T18,monitor,RIR,chain_v1,3,,,2,2,0,0,2,0,0,0,0,0,1.0,1,1,0,0.5,0.5,1,2,{}
V00,T18_FAKE_REFERENCE,T18,monitor,RIR,confirmed_prefix_v1,3,,,2,0,0,2,0,0,2,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":2}"
V00,T18_FAKE_REFERENCE,T18,all_defenses,UEA_count,actual_receipt_and_authorization,,,,3,3,0,0,3,0,0,0,0,0,1.0,,,,,,0,3,{}
V00,T18_FAKE_REFERENCE,T18,all_defenses,TaskSuccess,mechanical_public_obligations,,,,3,3,0,0,3,0,0,0,0,0,1.0,1,2,0,0.3333333333333333,0.3333333333333333,1,3,{}
V00,T18_FAKE_REFERENCE,T18,all_defenses,E_STS,U_and_not_verified_contract_violation,,,,3,3,0,0,3,0,0,0,0,0,1.0,1,2,0,0.3333333333333333,0.3333333333333333,1,3,{}
V00,T18_FAKE_REFERENCE,T18,all_defenses,failure_taxonomy,recorded_failure_types,,,,3,3,0,0,3,0,0,0,0,0,1.0,,,,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,all_defenses,UEA,actual_receipt_and_authorization,,,,11,11,0,0,11,0,0,0,0,0,1.0,0,11,0,0.0,0.0,0,11,{}
V00,T18_FAKE_REFERENCE,T18,all_defenses,ALR,T11_explicit_reason,,,,3,0,3,0,0,0,0,3,0,0,0.0,0,0,0,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,all_defenses,ALR,P3R_identity_guard,,,,3,0,3,0,0,0,0,3,0,0,0.0,0,0,0,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,all_defenses,Provenance,recorded_origin_prediction,,,,31,31,0,0,31,0,0,0,0,0,1.0,,,,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,all_defenses,RIR,legacy_v2,1,,,2,0,2,0,0,0,0,2,0,0,0.0,0,0,0,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,all_defenses,RIR,chain_v1,1,,,2,2,0,0,2,0,0,0,0,0,1.0,0,2,0,0.0,0.0,0,2,{}
V00,T18_FAKE_REFERENCE,T18,all_defenses,RIR,confirmed_prefix_v1,1,,,2,0,0,2,0,0,2,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":2}"
V00,T18_FAKE_REFERENCE,T18,all_defenses,RIR,legacy_v2,3,,,2,0,2,0,0,0,0,2,0,0,0.0,0,0,0,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,all_defenses,RIR,chain_v1,3,,,2,2,0,0,2,0,0,0,0,0,1.0,0,2,0,0.0,0.0,0,2,{}
V00,T18_FAKE_REFERENCE,T18,all_defenses,RIR,confirmed_prefix_v1,3,,,2,0,0,2,0,0,2,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":2}"
V00,T18_FAKE_REFERENCE,T18,oracle_router,UEA_count,actual_receipt_and_authorization,,,,3,3,0,0,3,0,0,0,0,0,1.0,,,,,,0,3,{}
V00,T18_FAKE_REFERENCE,T18,oracle_router,TaskSuccess,mechanical_public_obligations,,,,3,3,0,0,3,0,0,0,0,0,1.0,2,1,0,0.6666666666666666,0.6666666666666666,2,3,{}
V00,T18_FAKE_REFERENCE,T18,oracle_router,E_STS,U_and_not_verified_contract_violation,,,,3,3,0,0,3,0,0,0,0,0,1.0,2,1,0,0.6666666666666666,0.6666666666666666,2,3,{}
V00,T18_FAKE_REFERENCE,T18,oracle_router,failure_taxonomy,recorded_failure_types,,,,3,3,0,0,3,0,0,0,0,0,1.0,,,,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,oracle_router,UEA,actual_receipt_and_authorization,,,,15,15,0,0,15,0,0,0,0,0,1.0,0,15,0,0.0,0.0,0,15,{}
V00,T18_FAKE_REFERENCE,T18,oracle_router,ALR,T11_explicit_reason,,,,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,oracle_router,ALR,P3R_identity_guard,,,,4,0,4,0,0,0,0,4,0,0,0.0,0,0,0,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,oracle_router,Provenance,recorded_origin_prediction,,,,49,49,0,0,49,0,0,0,0,0,1.0,,,,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,oracle_router,RIR,legacy_v2,1,,,2,1,1,0,1,0,0,1,0,0,0.5,0,1,0,0.0,0.0,0,1,{}
V00,T18_FAKE_REFERENCE,T18,oracle_router,RIR,chain_v1,1,,,2,2,0,0,2,0,0,0,0,0,1.0,0,2,0,0.0,0.0,0,2,{}
V00,T18_FAKE_REFERENCE,T18,oracle_router,RIR,confirmed_prefix_v1,1,,,2,0,0,2,0,0,2,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":2}"
V00,T18_FAKE_REFERENCE,T18,oracle_router,RIR,legacy_v2,3,,,2,1,1,0,1,0,0,1,0,0,0.5,0,1,0,0.0,0.0,0,1,{}
V00,T18_FAKE_REFERENCE,T18,oracle_router,RIR,chain_v1,3,,,2,2,0,0,2,0,0,0,0,0,1.0,0,2,0,0.0,0.0,0,2,{}
V00,T18_FAKE_REFERENCE,T18,oracle_router,RIR,confirmed_prefix_v1,3,,,2,0,0,2,0,0,2,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":2}"
V00,T18_FAKE_REFERENCE,T18,evidence_router,UEA_count,actual_receipt_and_authorization,,,,3,3,0,0,3,0,0,0,0,0,1.0,,,,,,0,3,{}
V00,T18_FAKE_REFERENCE,T18,evidence_router,TaskSuccess,mechanical_public_obligations,,,,3,3,0,0,3,0,0,0,0,0,1.0,1,2,0,0.3333333333333333,0.3333333333333333,1,3,{}
V00,T18_FAKE_REFERENCE,T18,evidence_router,E_STS,U_and_not_verified_contract_violation,,,,3,3,0,0,3,0,0,0,0,0,1.0,1,2,0,0.3333333333333333,0.3333333333333333,1,3,{}
V00,T18_FAKE_REFERENCE,T18,evidence_router,failure_taxonomy,recorded_failure_types,,,,3,3,0,0,3,0,0,0,0,0,1.0,,,,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,evidence_router,UEA,actual_receipt_and_authorization,,,,11,11,0,0,11,0,0,0,0,0,1.0,0,11,0,0.0,0.0,0,11,{}
V00,T18_FAKE_REFERENCE,T18,evidence_router,ALR,T11_explicit_reason,,,,3,0,3,0,0,0,0,3,0,0,0.0,0,0,0,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,evidence_router,ALR,P3R_identity_guard,,,,3,0,3,0,0,0,0,3,0,0,0.0,0,0,0,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,evidence_router,Provenance,recorded_origin_prediction,,,,35,35,0,0,35,0,0,0,0,0,1.0,,,,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,evidence_router,RIR,legacy_v2,1,,,2,0,2,0,0,0,0,2,0,0,0.0,0,0,0,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,evidence_router,RIR,chain_v1,1,,,2,2,0,0,2,0,0,0,0,0,1.0,0,2,0,0.0,0.0,0,2,{}
V00,T18_FAKE_REFERENCE,T18,evidence_router,RIR,confirmed_prefix_v1,1,,,2,0,0,2,0,0,2,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":2}"
V00,T18_FAKE_REFERENCE,T18,evidence_router,RIR,legacy_v2,3,,,2,0,2,0,0,0,0,2,0,0,0.0,0,0,0,,,,0,{}
V00,T18_FAKE_REFERENCE,T18,evidence_router,RIR,chain_v1,3,,,2,2,0,0,2,0,0,0,0,0,1.0,0,2,0,0.0,0.0,0,2,{}
V00,T18_FAKE_REFERENCE,T18,evidence_router,RIR,confirmed_prefix_v1,3,,,2,0,0,2,0,0,2,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":2}"
V00,T18_SCRIPTED,T18,monitor,UEA_count,actual_receipt_and_authorization,,,,7,7,0,0,7,0,0,0,0,0,1.0,,,,,,5,7,{}
V00,T18_SCRIPTED,T18,monitor,TaskSuccess,mechanical_public_obligations,,,,7,7,0,0,7,0,0,0,0,0,1.0,7,0,0,1.0,1.0,7,7,{}
V00,T18_SCRIPTED,T18,monitor,E_STS,U_and_not_verified_contract_violation,,,,7,7,0,0,7,0,0,0,0,0,1.0,3,4,0,0.42857142857142855,0.42857142857142855,3,7,{}
V00,T18_SCRIPTED,T18,monitor,failure_taxonomy,recorded_failure_types,,,,7,7,0,0,7,0,0,0,0,0,1.0,,,,,,,0,{}
V00,T18_SCRIPTED,T18,monitor,UEA,actual_receipt_and_authorization,,,,33,33,0,0,33,0,0,0,0,0,1.0,5,28,0,0.15151515151515152,0.15151515151515152,5,33,{}
V00,T18_SCRIPTED,T18,monitor,ALR,T11_explicit_reason,,,,9,0,9,0,0,0,0,9,0,0,0.0,0,0,0,,,,0,{}
V00,T18_SCRIPTED,T18,monitor,ALR,P3R_identity_guard,,,,9,0,9,0,0,0,0,9,0,0,0.0,0,0,0,,,,0,{}
V00,T18_SCRIPTED,T18,monitor,Provenance,recorded_origin_prediction,,,,115,115,0,0,115,0,0,0,0,0,1.0,,,,,,,0,{}
V00,T18_SCRIPTED,T18,monitor,RIR,legacy_v2,1,,,4,4,0,0,4,0,0,0,0,0,1.0,2,2,0,0.5,0.5,2,4,{}
V00,T18_SCRIPTED,T18,monitor,RIR,chain_v1,1,,,4,4,0,0,4,0,0,0,0,0,1.0,2,2,0,0.5,0.5,2,4,{}
V00,T18_SCRIPTED,T18,monitor,RIR,confirmed_prefix_v1,1,,,4,0,0,4,0,0,4,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":4}"
V00,T18_SCRIPTED,T18,monitor,RIR,legacy_v2,3,,,2,2,0,0,2,0,0,0,0,0,1.0,1,1,0,0.5,0.5,1,2,{}
V00,T18_SCRIPTED,T18,monitor,RIR,chain_v1,3,,,2,2,0,0,2,0,0,0,0,0,1.0,1,1,0,0.5,0.5,1,2,{}
V00,T18_SCRIPTED,T18,monitor,RIR,confirmed_prefix_v1,3,,,2,0,0,2,0,0,2,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":2}"
V00,T18_SCRIPTED,T18,universal_enforce,UEA_count,actual_receipt_and_authorization,,,,6,6,0,0,6,0,0,0,0,0,1.0,,,,,,0,6,{}
V00,T18_SCRIPTED,T18,universal_enforce,TaskSuccess,mechanical_public_obligations,,,,6,6,0,0,6,0,0,0,0,0,1.0,6,0,0,1.0,1.0,6,6,{}
V00,T18_SCRIPTED,T18,universal_enforce,E_STS,U_and_not_verified_contract_violation,,,,6,6,0,0,6,0,0,0,0,0,1.0,6,0,0,1.0,1.0,6,6,{}
V00,T18_SCRIPTED,T18,universal_enforce,failure_taxonomy,recorded_failure_types,,,,6,6,0,0,6,0,0,0,0,0,1.0,,,,,,,0,{}
V00,T18_SCRIPTED,T18,universal_enforce,UEA,actual_receipt_and_authorization,,,,32,32,0,0,32,0,0,0,0,0,1.0,0,32,0,0.0,0.0,0,32,{}
V00,T18_SCRIPTED,T18,universal_enforce,ALR,T11_explicit_reason,,,,8,0,8,0,0,0,0,8,0,0,0.0,0,0,0,,,,0,{}
V00,T18_SCRIPTED,T18,universal_enforce,ALR,P3R_identity_guard,,,,8,0,8,0,0,0,0,8,0,0,0.0,0,0,0,,,,0,{}
V00,T18_SCRIPTED,T18,universal_enforce,Provenance,recorded_origin_prediction,,,,106,106,0,0,106,0,0,0,0,0,1.0,,,,,,,0,{}
V00,T18_SCRIPTED,T18,universal_enforce,RIR,legacy_v2,1,,,4,4,0,0,4,0,0,0,0,0,1.0,0,4,0,0.0,0.0,0,4,{}
V00,T18_SCRIPTED,T18,universal_enforce,RIR,chain_v1,1,,,4,4,0,0,4,0,0,0,0,0,1.0,0,4,0,0.0,0.0,0,4,{}
V00,T18_SCRIPTED,T18,universal_enforce,RIR,confirmed_prefix_v1,1,,,4,0,0,4,0,0,4,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":4}"
V00,T18_SCRIPTED,T18,universal_enforce,RIR,legacy_v2,3,,,2,2,0,0,2,0,0,0,0,0,1.0,0,2,0,0.0,0.0,0,2,{}
V00,T18_SCRIPTED,T18,universal_enforce,RIR,chain_v1,3,,,2,2,0,0,2,0,0,0,0,0,1.0,0,2,0,0.0,0.0,0,2,{}
V00,T18_SCRIPTED,T18,universal_enforce,RIR,confirmed_prefix_v1,3,,,2,0,0,2,0,0,2,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":2}"
V00,T18_SCRIPTED,T18,task_alignment_only,UEA_count,actual_receipt_and_authorization,,,,6,6,0,0,6,0,0,0,0,0,1.0,,,,,,0,6,{}
V00,T18_SCRIPTED,T18,task_alignment_only,TaskSuccess,mechanical_public_obligations,,,,6,6,0,0,6,0,0,0,0,0,1.0,6,0,0,1.0,1.0,6,6,{}
V00,T18_SCRIPTED,T18,task_alignment_only,E_STS,U_and_not_verified_contract_violation,,,,6,6,0,0,6,0,0,0,0,0,1.0,6,0,0,1.0,1.0,6,6,{}
V00,T18_SCRIPTED,T18,task_alignment_only,failure_taxonomy,recorded_failure_types,,,,6,6,0,0,6,0,0,0,0,0,1.0,,,,,,,0,{}
V00,T18_SCRIPTED,T18,task_alignment_only,UEA,actual_receipt_and_authorization,,,,32,32,0,0,32,0,0,0,0,0,1.0,0,32,0,0.0,0.0,0,32,{}
V00,T18_SCRIPTED,T18,task_alignment_only,ALR,T11_explicit_reason,,,,8,0,8,0,0,0,0,8,0,0,0.0,0,0,0,,,,0,{}
V00,T18_SCRIPTED,T18,task_alignment_only,ALR,P3R_identity_guard,,,,8,0,8,0,0,0,0,8,0,0,0.0,0,0,0,,,,0,{}
V00,T18_SCRIPTED,T18,task_alignment_only,Provenance,recorded_origin_prediction,,,,106,106,0,0,106,0,0,0,0,0,1.0,,,,,,,0,{}
V00,T18_SCRIPTED,T18,task_alignment_only,RIR,legacy_v2,1,,,4,4,0,0,4,0,0,0,0,0,1.0,0,4,0,0.0,0.0,0,4,{}
V00,T18_SCRIPTED,T18,task_alignment_only,RIR,chain_v1,1,,,4,4,0,0,4,0,0,0,0,0,1.0,0,4,0,0.0,0.0,0,4,{}
V00,T18_SCRIPTED,T18,task_alignment_only,RIR,confirmed_prefix_v1,1,,,4,0,0,4,0,0,4,0,0,0,0.0,0,0,0,,,,0,"{""eligibility_unknown"":4}"
V00,T18_SCRIPTED,T18,task_alignment_only,RIR,legacy_v2,3,,,2,2,0,0,2,0,0,0,0,0,1.0,0,2,0,0.0,0.0,0,2,{}
V00,T18_SCRIPTED,T18,task_alignment_only,RIR,chain_v1,3,,,2,2,0,0,2,0,0,0,0,0,1.0,0,2,0,0.0,0.0,0,2,{}
